epoch,train_loss,train_acc,train_f1,val_loss,val_acc,val_f1
0,1.808604999950954,0.2785714285714286,0.26915698679019673,1.2696129648120968,0.5834165834165834,0.3728539653303847
1,1.4689829758235387,0.4542857142857143,0.43985465845373517,0.8632000017833042,0.6963036963036963,0.525141641497084
2,1.2756869401250566,0.5328571428571428,0.5244280446572562,0.789884821637408,0.6743256743256744,0.5529980721538906
3,1.156902287687574,0.5910714285714286,0.5863319919067683,0.8054387401510309,0.7052947052947053,0.5702199237328367
4,1.0587757275785719,0.6217857142857143,0.6188256187346945,0.7073348404822888,0.7332667332667333,0.5861707637220723
5,1.0146059901373727,0.6467857142857143,0.6433513042087026,0.7165060066855276,0.7422577422577422,0.5501191374909462
6,0.9571839005606515,0.6696428571428571,0.6664487026932137,0.7063665800875836,0.7432567432567433,0.5875006047139355
7,0.8867313356058938,0.6982142857142857,0.6963248645877095,0.7207827141711286,0.7422577422577422,0.5943358035518568
8,0.8954064406667437,0.69,0.6895685783244753,0.6464073157810665,0.7662337662337663,0.6024417565917058
9,0.8132384623800005,0.7164285714285714,0.714365595910633,0.6880228643888956,0.7552447552447552,0.6076021360390989
10,0.7947787351267679,0.7314285714285714,0.730144231629918,0.6154969643641424,0.7752247752247752,0.67035430069855
11,0.7356073887007577,0.7510714285714286,0.7494106086203617,0.5882439651897737,0.7742257742257742,0.6536252879134598
12,0.7211041516917093,0.7632142857142857,0.7620500353697505,0.5736737150650519,0.7902097902097902,0.7133982103404355
13,0.6904776265791485,0.7635714285714286,0.7623165455637979,0.5987342693708041,0.7842157842157842,0.6649502708684055
14,0.6556877208607538,0.7785714285714286,0.7776904999204717,0.6696963771567359,0.7602397602397603,0.6611138734975139
15,0.6761325918776648,0.7696428571428572,0.7694694779166174,0.6249247206287546,0.7752247752247752,0.6495912215696971
16,0.6246500552552087,0.7903571428571429,0.7896725887240292,0.5904238444792999,0.7832167832167832,0.718215317589984
17,0.5885855032716478,0.8107142857142857,0.8101729135433774,0.5849525580307344,0.7892107892107892,0.6953826175820342
18,0.5909736414466585,0.8003571428571429,0.7995312186592941,0.5527934045284302,0.8161838161838162,0.7281051649024153
19,0.601226248059954,0.7964285714285714,0.7965822895975732,0.6002794525006434,0.7962037962037962,0.6680364627066623
20,0.5551736943210874,0.8135714285714286,0.8134268277634232,0.6748115800983542,0.7482517482517482,0.664267468232097
21,0.5601115374054227,0.8171428571428572,0.8165293122846363,0.5231389535235597,0.8101898101898102,0.7409552203749511
22,0.5153234767062324,0.8335714285714285,0.8337679094129042,0.5868817850292384,0.7842157842157842,0.6999016218235895
23,0.4818516389812742,0.8475,0.8471841880267672,0.5946064292491375,0.7852147852147852,0.7310934037836062
24,0.4608179958803313,0.8482142857142857,0.8479644851605347,0.5498080809156854,0.8131868131868132,0.7240500821352266
25,0.5020737188202994,0.8360714285714286,0.8356797739285111,0.6142343846666111,0.7892107892107892,0.6725002768617265
26,0.458675736274038,0.8528571428571429,0.8524567337791001,0.5462220671933729,0.8011988011988012,0.7321135761211285
27,0.4352328968473843,0.8757142857142857,0.8756623208546669,0.5740859218380906,0.7862137862137862,0.7325534794572996
28,0.4253267965572221,0.8728571428571429,0.8723789607157766,0.5956297888160943,0.7832167832167832,0.7101054251847033
