epoch,train_loss,train_acc,train_f1,val_loss,val_acc,val_f1
0,1.947571189062936,0.14821428571428572,0.10006065695966775,1.9339408076607383,0.5814185814185814,0.1466674179050446
1,1.85696989604405,0.21535714285714286,0.20222830681993256,1.6724915372265445,0.02997002997002997,0.044333882961283745
2,1.7523777614321028,0.23642857142857143,0.2270640186859347,1.6944027494836402,0.06793206793206794,0.07781793273673458
3,1.7250880677359446,0.24392857142857144,0.2363417991632803,1.5003041121866796,0.3786213786213786,0.16757672130067477
4,1.730470666885376,0.2625,0.25010525636614556,1.795293096300367,0.07992007992007992,0.06867055152431281
5,1.7087065948758806,0.2717857142857143,0.250003579766425,1.9066327801951162,0.04795204795204795,0.058001061242553095
6,1.6996662064961026,0.2714285714285714,0.253349038435265,1.667086641747992,0.14885114885114886,0.09813673939306514
7,1.6875272178649903,0.2760714285714286,0.25622892689314175,1.6552279312293847,0.16983016983016982,0.1230468095689043
8,1.6769594730649675,0.2792857142857143,0.26739384644846126,1.6196163324685722,0.16483516483516483,0.12290497137166471
9,1.65957489831107,0.2985714285714286,0.28216350892917996,1.6380515455842375,0.14685314685314685,0.13396212979548097
10,1.6618783719199044,0.29178571428571426,0.2813552580957515,1.9530487053401464,0.11488511488511488,0.09056562939900344
