epoch,train_loss,train_acc,val_loss,val_acc
0,3.5310399511882236,0.13964285714285715,1.9501696576128948,0.03296703296703297
1,1.9461620323998587,0.1425,1.9482562287108642,0.03296703296703297
2,2.2655688067844935,0.16535714285714287,1.9333575603130695,0.32167832167832167
3,1.896821951184954,0.22178571428571428,1.5665751356225865,0.4485514485514486
4,1.731809584072658,0.2725,1.6464624316780478,0.44555444555444557
5,1.6938244465419223,0.2907142857142857,1.431752069013102,0.3936063936063936
6,1.6732912172589984,0.3075,1.5339524529197,0.34165834165834164
7,1.6350105258396694,0.32821428571428574,1.4327564836143851,0.39760239760239763
8,1.6227289547239032,0.34285714285714286,1.6307699706528214,0.22377622377622378
9,1.6118847302028112,0.34714285714285714,1.444012662032982,0.35864135864135865
10,1.5575156423023768,0.38821428571428573,1.3393915543903956,0.44955044955044954
11,1.5135610525948662,0.39035714285714285,1.4413526503594367,0.3986013986013986
12,1.5012459945678711,0.40464285714285714,1.5999386861965015,0.2047952047952048
13,1.4848584290913174,0.4039285714285714,1.6144395921375607,0.26873126873126874
14,1.4431358119419644,0.4307142857142857,1.3351372424420063,0.45554445554445555
15,1.4282926103046962,0.44285714285714284,2.335802618797485,0.13386613386613386
16,1.4404376384190152,0.44535714285714284,1.4782206875222785,0.3356643356643357
17,1.3889226988383703,0.4514285714285714,1.4417953549565135,0.4275724275724276
18,1.358970352581569,0.4878571428571429,1.3288472712218582,0.4985014985014985
19,1.3400327280589512,0.49107142857142855,1.4108060611473334,0.43456543456543456
20,1.3106317506517682,0.49107142857142855,1.3163751210127916,0.46853146853146854
21,1.3021441970552716,0.49785714285714283,1.2512455714213384,0.5144855144855145
22,1.2594250896998813,0.5125,1.8482525083092185,0.3006993006993007
23,1.269692132132394,0.5128571428571429,1.1995080136633538,0.5194805194805194
24,1.193151454244341,0.5442857142857143,1.3055214159019464,0.43456543456543456
25,1.2389156021390642,0.5296428571428572,1.2451693905697956,0.5404595404595405
26,1.1869239405223302,0.5510714285714285,0.9945214899865302,0.6493506493506493
27,1.161512360572815,0.5567857142857143,1.3216420347754891,0.46353646353646355
28,1.1485575893947055,0.5617857142857143,1.1637560836561434,0.5614385614385614
29,1.1193475471224104,0.5746428571428571,0.9980945004807128,0.6303696303696303
30,1.1314421258653913,0.5675,1.19031657801046,0.48951048951048953
31,1.0960987404414586,0.5817857142857142,1.168986876408656,0.5284715284715285
32,1.0973051765986852,0.5810714285714286,1.0318316699979784,0.6263736263736264
33,1.0819051371301924,0.5864285714285714,1.2950916321246655,0.5254745254745254
34,1.0826187208720617,0.5875,0.9750663026586756,0.6233766233766234
35,1.0224958229064942,0.6125,1.0284928474035653,0.6153846153846154
36,0.9935462471417018,0.6314285714285715,1.0026800631285904,0.5934065934065934
