epoch,train_loss,train_acc,val_loss,val_acc
0,2.002900951249259,0.15142857142857144,2.034013946811398,0.10989010989010989
1,1.9762402377809798,0.15821428571428572,1.8464039452187904,0.11188811188811189
2,1.944916261264256,0.1732142857142857,1.8336733085411292,0.6233766233766234
3,1.824716259411403,0.2382142857142857,2.007299282453158,0.05994005994005994
4,1.7847597639901298,0.2735714285714286,1.6533494031393563,0.3436563436563437
5,1.726580970627921,0.3082142857142857,1.5103451693570102,0.3546453546453546
6,1.7322629301888601,0.325,1.4723086430952623,0.4565434565434565
7,1.5293666321890695,0.39,1.0071879158486854,0.5904095904095904
8,1.372906654221671,0.4682142857142857,1.0881413947809468,0.5434565434565435
9,1.3656771353312902,0.48428571428571426,1.0706362565914234,0.5654345654345654
10,1.2027817194802422,0.5367857142857143,1.1329421831534936,0.5434565434565435
11,1.0937969071524485,0.5896428571428571,1.0553486679460142,0.6223776223776224
12,1.0759233563286918,0.5935714285714285,0.9844245497401539,0.6323676323676324
13,0.9678596878051757,0.6342857142857142,0.927835801383713,0.6273726273726273
14,1.0152221730777196,0.6267857142857143,0.8111619901704741,0.6763236763236763
15,0.906683428628104,0.6575,1.0029631367215623,0.6053946053946054
16,0.870022623538971,0.6732142857142858,0.8607117024573174,0.6653346653346653
17,0.8513905841963632,0.6757142857142857,1.018791455727119,0.6623376623376623
18,0.8333420968055725,0.6882142857142857,0.9532886181439791,0.6323676323676324
19,0.7971807565007891,0.7060714285714286,1.3263368574413028,0.5424575424575424
20,0.7603158933775765,0.7153571428571428,0.8477146208703101,0.6983016983016983
21,0.7660340186527798,0.7185714285714285,0.6975979058297126,0.7542457542457542
22,0.7242720811707632,0.7328571428571429,0.8840378127493463,0.6493506493506493
23,0.677100989818573,0.7407142857142857,0.7595294779473609,0.7142857142857143
24,0.669823637349265,0.7446428571428572,0.7118521667979695,0.7352647352647352
25,0.6262532336371286,0.7560714285714286,1.2438655642720011,0.5484515484515484
26,0.6076496039118086,0.77,0.9965932792002385,0.6803196803196803
27,0.5443590964589801,0.7878571428571428,0.8120548444075303,0.6973026973026973
28,0.5943391457625797,0.7796428571428572,0.9666568905442625,0.6843156843156843
29,0.5779085871151516,0.7742857142857142,0.8322672373526818,0.7082917082917083
30,0.5433084896632603,0.7910714285714285,0.663941319231744,0.7682317682317682
31,0.4807473123073578,0.8160714285714286,1.1392169641805339,0.6313686313686314
32,0.475870441709246,0.8103571428571429,0.8322274672996985,0.7112887112887113
33,0.5237949810709273,0.8071428571428572,1.1959593391323184,0.6163836163836164
34,0.49071679847581046,0.8232142857142857,1.022817276574515,0.6503496503496503
35,0.475899190732411,0.8171428571428572,0.8368893057911784,0.7142857142857143
36,0.4327459572042738,0.8307142857142857,0.9264386633892993,0.7202797202797203
37,0.43400691526276725,0.8346428571428571,0.7870837928770067,0.7162837162837162
38,0.44267872793333873,0.8442857142857143,0.7653063271310065,0.7372627372627373
39,0.4137669771058219,0.8489285714285715,1.2232903601763607,0.6643356643356644
40,0.3733807725565774,0.8617857142857143,1.3963645292924238,0.6333666333666333
