epoch,train_loss,train_acc,val_loss,val_acc
0,1.9339752388000488,0.23964285714285713,1.8007595626028863,0.2047952047952048
1,1.7680154929842267,0.3075,3.2345182241855204,0.21878121878121878
2,1.7684051186697824,0.30178571428571427,1.4475272765288225,0.44155844155844154
3,1.7305653503962926,0.3132142857142857,1.285977137315047,0.4745254745254745
4,1.7008894341332572,0.33714285714285713,1.3672138732391876,0.45054945054945056
5,1.6496702589307513,0.36392857142857143,3.1710259283220137,0.19880119880119881
6,1.6242349508830478,0.3825,1.535388020487813,0.4075924075924076
7,1.6266759157180786,0.37357142857142855,1.3014555858684467,0.4725274725274725
8,1.5845220129830497,0.375,1.3913697802222573,0.47052947052947053
9,1.6112230968475343,0.3692857142857143,1.410312835629527,0.45054945054945056
10,1.56761390209198,0.39464285714285713,1.2762744953105976,0.4955044955044955
11,1.524599712916783,0.42464285714285716,1.5185916883485777,0.4745254745254745
12,1.5526086166926794,0.405,1.7275912770024546,0.3206793206793207
13,1.4966432544163295,0.4325,1.3534976723906282,0.5114885114885115
14,1.5088160855429513,0.42464285714285716,1.509530460679686,0.45254745254745254
15,1.4784750298091343,0.43464285714285716,1.2049035063752165,0.5194805194805194
16,1.5211836869376045,0.42642857142857143,1.2016377179891795,0.5424575424575424
17,1.4645086445127216,0.42892857142857144,2.148910633929364,0.1918081918081918
18,1.4800462995256696,0.4417857142857143,1.253910209510948,0.5124875124875125
19,1.4758969061715261,0.4382142857142857,1.4025331857082965,0.5194805194805194
20,1.4464072670255388,0.44,1.1084696035404187,0.5844155844155844
21,1.4299546704973494,0.45785714285714285,1.0999131536150313,0.5824175824175825
22,1.4161040891919818,0.4807142857142857,1.4429680974809798,0.4245754245754246
23,1.4136881964547294,0.4660714285714286,1.1656399895023037,0.5574425574425574
24,1.4075920724868773,0.4760714285714286,1.0270157439129932,0.6293706293706294
25,1.4162640428543092,0.4692857142857143,1.2468660165975383,0.5144855144855145
26,1.3781725992475238,0.4742857142857143,1.1972327920702193,0.5894105894105894
27,1.3677661064692905,0.48392857142857143,1.5084160267413556,0.43656343656343655
28,1.388306884084429,0.4689285714285714,1.242200024239905,0.5074925074925075
29,1.392364183153425,0.46785714285714286,1.0342773143109028,0.6283716283716284
30,1.382152816227504,0.4767857142857143,1.2501923971242839,0.5284715284715285
31,1.369664532797677,0.4828571428571429,1.1878700244438636,0.5304695304695305
32,1.3615929324286324,0.4732142857142857,1.274031488569109,0.5094905094905094
33,1.3692854499816896,0.4742857142857143,1.2456387248072591,0.5334665334665335
34,1.3452770485196794,0.48178571428571426,1.133300030267203,0.5894105894105894
