epoch,train_loss,train_acc,val_loss,val_acc
0,1.1834867671557836,0.5542857142857143,1.2206246669475849,0.5924075924075924
1,0.7292739379405976,0.7339285714285714,1.2831658045133272,0.5664335664335665
2,0.6570107517923628,0.7625,0.7060447226275692,0.7572427572427572
3,0.5745599147251674,0.7853571428571429,1.1322893063862483,0.6413586413586414
4,0.4993123299734933,0.8157142857142857,0.8235208635682707,0.6933066933066933
5,0.5272472012042999,0.8103571428571429,0.9974375190911117,0.6383616383616384
6,0.47500829764774866,0.835,0.866557115560526,0.6903096903096904
7,0.4920556237016405,0.8221428571428572,0.7704208040094519,0.7612387612387612
8,0.44994278243609837,0.8371428571428572,0.6513152791486754,0.7802197802197802
9,0.4351278952189854,0.8403571428571428,0.9291991222273934,0.7062937062937062
10,0.45199107127530236,0.8392857142857143,0.8105680478083623,0.7042957042957043
11,0.4338688405922481,0.8432142857142857,0.7642849655179949,0.7542457542457542
12,0.4363768143313272,0.8382142857142857,0.7760274924122013,0.7212787212787213
13,0.37663848076547896,0.8657142857142857,0.8764891098667453,0.6613386613386614
14,0.4097972510542188,0.8567857142857143,1.1176274742160763,0.6633366633366633
15,0.40389853196484704,0.8617857142857143,0.550313911089054,0.8161838161838162
16,0.39180130583899364,0.8603571428571428,0.6024800291309109,0.7932067932067932
17,0.4177028409072331,0.8482142857142857,0.6553246835609535,0.7782217782217782
18,0.37505758328097205,0.8678571428571429,0.8938969912400077,0.6853146853146853
19,0.358905861888613,0.8703571428571428,1.1221735572719669,0.6273726273726273
20,0.4045077477182661,0.8539285714285715,0.851684364762816,0.7332667332667333
21,0.35847495079040526,0.8689285714285714,0.8459707725417245,0.7402597402597403
22,0.3638561967441014,0.8764285714285714,0.8188885340800176,0.7292707292707292
23,0.34893489071301054,0.8775,0.8281690780218546,0.7172827172827173
24,0.35382365005356925,0.8810714285714286,0.744509804915715,0.7502497502497503
25,0.3308283128057207,0.8857142857142857,0.7431941958335968,0.7572427572427572
