epoch,train_loss,train_acc,train_f1,val_loss,val_acc,val_f1
0,2.037884885924203,0.135,0.1314669223584788,1.9480678621943777,0.011988011988011988,0.0033845719926667607
1,1.9998548303331647,0.14214285714285715,0.1381237143233446,1.9444279863641456,0.05094905094905095,0.013851167843563281
2,1.9774601180212839,0.13785714285714284,0.13316515596778108,2.0869750159603733,0.011988011988011988,0.0033845719926667607
3,2.034868824822562,0.13357142857142856,0.12813551068202464,1.8024059318519614,0.6693306693306693,0.11455928870650593
4,2.010036743027823,0.13357142857142856,0.12931117555818789,1.9612860853498155,0.03296703296703297,0.00911854103343465
5,1.9600861603873116,0.13392857142857142,0.12734753925914688,1.9502333088235542,0.1108891108891109,0.02852004110996917
6,1.9771810879026142,0.15321428571428572,0.14641138773221699,1.9022875544312712,0.6693306693306693,0.11455928870650593
7,1.956610003880092,0.14107142857142857,0.1370209124110716,1.8283530091429567,0.6693306693306693,0.11455928870650593
8,1.9534286512647356,0.1492857142857143,0.14068778199339457,1.980986923961849,0.03296703296703297,0.00911854103343465
9,1.9563783591134207,0.13642857142857143,0.13404148246379546,2.0329385808893257,0.011988011988011988,0.0033845719926667607
10,1.9587515851429531,0.1367857142857143,0.13469363685693342,1.903456588129659,0.013986013986013986,0.003940886699507389
11,1.9889321647371565,0.13607142857142857,0.13397513056157703,1.990091108775639,0.011988011988011988,0.0033845719926667607
12,2.9515593249457224,0.14285714285714285,0.1381212213242585,1.9466265701985621,0.05194805194805195,0.02213676536536775
13,22.967490598133633,0.15107142857142858,0.14955241993683396,1.8991922883244303,0.6693306693306693,0.11455928870650593
