epoch,train_loss,train_acc,train_f1,val_loss,val_acc,val_f1
0,2.2253459787368772,0.14535714285714285,0.14348931664219955,2.0136810898423554,0.11888111888111888,0.06412858436825666
1,2.1506233528682164,0.16107142857142856,0.16063913137831157,1.9855382735436256,0.12187812187812187,0.09353352896006197
2,2.098692171233041,0.17714285714285713,0.17612314740212393,1.8768964115079942,0.13886113886113885,0.11759330325100208
3,2.0826576008115496,0.18821428571428572,0.1866561431632905,1.871790975004762,0.2947052947052947,0.17601586832616012
4,2.0577533646992276,0.18214285714285713,0.17976990486078667,1.9528670282392473,0.18181818181818182,0.13781049008416915
5,2.0008036633900232,0.20607142857142857,0.20268191050208095,1.8070661754874917,0.32367632367632365,0.21471379584608027
6,1.9267535638809203,0.24357142857142858,0.24281794440094437,1.8034575973952804,0.32967032967032966,0.22157545340315
7,1.8592560127803257,0.27464285714285713,0.2723970488543674,1.8192839955950117,0.33666333666333664,0.23472683602005565
8,1.8463503061022077,0.275,0.2710923743219292,1.7236395248999963,0.3866133866133866,0.23024570128954294
9,1.7900953449521746,0.30464285714285716,0.30205922568202354,1.5452838167920337,0.4405594405594406,0.2810393009937672
10,1.745466970716204,0.31392857142857145,0.3117017251505545,1.4617243903976578,0.4485514485514486,0.29542184163571134
11,1.7405956493105208,0.31785714285714284,0.3145113897394119,1.4203417746575324,0.47052947052947053,0.2958714143782016
12,1.718826127052307,0.3182142857142857,0.31237757649831494,1.7194119943129076,0.3856143856143856,0.25343363186692114
13,1.6819780703953335,0.3392857142857143,0.33233019283849063,1.5876287349335083,0.4515484515484515,0.2899724811736153
14,1.6667765460695538,0.3464285714285714,0.34204668515283965,1.548972679780318,0.44155844155844154,0.2744647986597589
15,1.6601103830337525,0.3482142857142857,0.34377952008214335,2.480519773957732,0.27972027972027974,0.2417500014739789
16,1.6512952831813268,0.3585714285714286,0.3542722363853161,1.470574912967739,0.46853146853146854,0.3023026956553362
17,1.6194015101024082,0.37285714285714283,0.3681493743299549,1.5142431275827901,0.46053946053946054,0.2956799490280423
18,1.6182675109590803,0.3657142857142857,0.3586280149633553,2.1150899681297095,0.37162837162837165,0.2776504947193194
19,1.6130775547027587,0.36428571428571427,0.36015483826692757,1.901476291509775,0.38461538461538464,0.2827885211860327
20,1.6047121511186873,0.3732142857142857,0.3693519150335361,1.4923372342512682,0.44955044955044954,0.3104146838623642
21,1.594382268701281,0.36178571428571427,0.3558962619399631,1.4958367707369686,0.4675324675324675,0.31529043069345336
