epoch,train_loss,train_acc,val_loss,val_acc
0,1.200872962474823,0.5578571428571428,1.1304003446847648,0.6113886113886113
1,0.7282173906053816,0.74,0.9814637983952845,0.6443556443556444
2,0.5880040744372776,0.7810714285714285,1.0378740060103167,0.6243756243756243
3,0.492294568334307,0.8103571428571429,0.6469053488511306,0.7792207792207793
4,0.4433159070355552,0.8310714285714286,1.0081417574868217,0.6693306693306693
5,0.3871369231598718,0.8517857142857143,0.7953006863951326,0.7312687312687313
6,0.34714783838817054,0.865,0.759065249404469,0.7592407592407593
7,0.329150116954531,0.8732142857142857,0.8328752730871652,0.7362637362637363
8,0.29173173802239555,0.8957142857142857,0.6540255535851707,0.7932067932067932
9,0.24368861743382045,0.9075,0.7102292248538205,0.7632367632367633
10,0.21793650354657854,0.9203571428571429,0.5479578765836748,0.8361638361638362
11,0.2024066651718957,0.9264285714285714,0.7997365809463478,0.7552447552447552
12,0.19308943952832902,0.9332142857142857,0.580110484308058,0.8151848151848152
13,0.16324844334806715,0.9425,0.758677451879709,0.7772227772227772
14,0.19949907579592296,0.9289285714285714,0.8045808037558755,0.7522477522477522
15,0.13172677287033627,0.9535714285714286,1.1577528550789191,0.6963036963036963
16,0.12338558854801314,0.9560714285714286,0.9004271755685339,0.7372627372627373
17,0.13470656991004945,0.9571428571428572,1.1049744947092397,0.7062937062937062
18,0.12689863801002502,0.9528571428571428,0.720407536694339,0.8121878121878122
19,0.14679994208472116,0.9475,0.7664059185600662,0.7832167832167832
20,0.09430216133594513,0.9660714285714286,1.1757098924625409,0.7332667332667333
