epoch,train_loss,train_acc,val_loss,val_acc
0,1.71500472341265,0.33214285714285713,1.1589628279387771,0.6163836163836164
1,1.2128198988097054,0.5735714285714286,0.8988294507359172,0.6653346653346653
2,0.9671158688408988,0.6596428571428572,0.8039592500928637,0.6883116883116883
3,0.8337935956886836,0.7125,0.8048186555847183,0.7032967032967032
4,0.7266659833703722,0.7403571428571428,0.6881692787626764,0.7532467532467533
5,0.6645852942126138,0.7732142857142857,0.6279190720378102,0.7632367632367633
6,0.6100291362830571,0.7857142857142857,0.6456796753775704,0.7652347652347652
7,0.5862539706911359,0.7957142857142857,0.5549621883329454,0.7982017982017982
8,0.5339444880826133,0.8139285714285714,0.621696860044748,0.7742257742257742
9,0.5053225026811872,0.8171428571428572,0.5117464658918676,0.8141858141858141
10,0.49074298756463186,0.8232142857142857,0.5344779523876639,0.8061938061938062
11,0.43967128383261816,0.8414285714285714,0.5951329183268856,0.7972027972027972
12,0.4210020025713103,0.8567857142857143,0.5596016830616779,0.8101898101898102
13,0.3805435999802181,0.8678571428571429,0.5813910504440208,0.8011988011988012
14,0.39515356698206494,0.8657142857142857,0.521068028815381,0.8191808191808192
15,0.35932945653796194,0.8760714285714286,0.5155653788016868,0.8201798201798202
16,0.3380852598803384,0.8839285714285714,0.4757358431816101,0.8261738261738262
17,0.30322236708232336,0.8982142857142857,0.5469423890649736,0.8081918081918081
18,0.290015558387552,0.9021428571428571,0.5479933517379361,0.8141858141858141
19,0.26802372117127693,0.9142857142857143,0.5311962071653608,0.8131868131868132
20,0.2677436149546078,0.9139285714285714,0.495110229446695,0.8341658341658341
21,0.22260009099330222,0.9257142857142857,0.5328455772195068,0.8201798201798202
22,0.2317955993115902,0.9214285714285714,0.5716834445814272,0.8041958041958042
23,0.23281905059303556,0.9282142857142857,0.6124632792039351,0.7892107892107892
24,0.19948167568870953,0.9332142857142857,0.5387562089390331,0.8101898101898102
25,0.19301441759935448,0.9414285714285714,0.5002719016222806,0.8321678321678322
26,0.19352333143353462,0.9353571428571429,0.5541687085852399,0.8311688311688312
27,0.1800069224940879,0.9467857142857142,0.6080797944631015,0.7912087912087912
28,0.16735829251153128,0.9496428571428571,0.5769349285266497,0.8021978021978022
29,0.17703894563019276,0.9442857142857143,0.5750288638499352,0.8151848151848152
30,0.15341524403010096,0.9510714285714286,0.6108604631164334,0.7922077922077922
